proj,year,mo,da,run,fc,fk,fb,fs,fsw,fe,fp,fa,fl,spill,outflow,fcj,fkj,turb,tempc,tempf,flps,fca,fka,fsh
BON ,2009,2,8,,0,0,0,0,0,0,0,0,0,0.6,123.7,0,0,7,3.33336,38,,,,
BON ,2009,2,9,,0,0,0,-1,0,0,0,0,0,0.6,119.9,0,0,7,3.33336,38,,,,
BON ,2009,2,10,,0,0,0,0,0,0,0,0,0,0.6,122.2,0,0,7,3.33336,38,,,,
BON ,2009,2,11,,0,0,0,5,1,0,0,0,0,0.6,145.1,0,0,7,2.7778,37,,,,
BON ,2009,2,12,,0,0,0,0,0,0,0,0,0,0.6,168.2,0,0,7,2.7778,37,,,,
BON ,2009,2,13,,0,0,0,0,0,0,0,0,0,0.6,121.1,0,0,5,2.7778,37,,,,
BON ,2009,2,14,,0,0,0,1,0,0,0,0,0,0.6,121.1,0,0,6,2.7778,37,,,,
BON ,2009,2,15,,0,0,0,0,0,0,0,0,0,0.6,126.8,0,0,7,2.7778,37,,,,
BON ,2009,2,16,,0,0,0,0,0,0,0,0,0,0.6,128,0,0,7,2.7778,37,,,,
BON ,2009,2,17,,0,0,0,-2,-1,0,0,0,0,0.6,126.4,0,0,7,2.7778,37,,,,
BON ,2009,2,18,,0,0,0,0,0,0,0,0,0,0.6,128.6,0,0,7,3.33336,38,,,,
BON ,2009,2,19,,0,0,0,1,0,0,0,0,0,0.6,130.7,0,0,7,3.33336,38,,,,
BON ,2009,2,20,,0,0,0,0,0,0,0,0,0,0.6,131.1,0,0,7,3.33336,38,,,,
BON ,2009,2,21,,0,0,0,3,1,0,0,0,0,0.7,134.5,0,0,7,3.33336,38,,,,
BON ,2009,2,22,,0,0,0,2,0,0,0,0,0,0.6,130.7,0,0,5,3.33336,38,,,,
BON ,2009,2,23,,0,0,0,-2,0,0,0,0,0,0.6,127.2,0,0,6,3.33336,38,,,,
BON ,2009,2,24,,0,0,0,3,1,0,0,0,0,0.6,119.6,0,0,6.4,3.33336,38,,,,
BON ,2009,2,25,,0,0,0,8,4,0,0,0,0,0.6,114.2,0,0,6,3.33336,38,,,,
BON ,2009,2,26,,0,0,0,7,0,0,0,0,0,0.6,137.4,0,0,6,3.33336,38,,,,
BON ,2009,2,27,,0,0,0,12,2,0,0,0,0,0.6,156.5,0,0,5,3.33336,38,,,,
BON ,2009,2,28,,0,0,0,1,0,0,0,0,0,0.7,136.4,0,0,5,3.33336,38,,,,
BON ,2009,3,1,,0,0,0,13,3,0,0,0,0,1.2,125.1,0,0,5,3.88892,39,,,,
BON ,2009,3,2,,1,0,0,9,3,0,0,0,0,1.3,124.8,0,0,5,3.88892,39,,,,
BON ,2009,3,3,,0,0,0,20,10,0,0,0,0,1.3,118.4,0,0,5.5,3.88892,39,,,,
BON ,2009,3,4,,0,0,0,8,3,0,0,0,0,1.3,136.6,0,0,5.5,4.44448,40,,,,
BON ,2009,3,5,,0,0,0,9,5,0,0,0,0,1.3,128.5,0,0,4,4.44448,40,,,,
BON ,2009,3,6,,3,0,0,14,6,0,0,0,0,1.3,157.8,0,0,5.5,4.44448,40,,,,
BON ,2009,3,7,,0,0,0,11,1,0,0,0,0,1.4,114.2,0,0,5.5,,,,,,
BON ,2009,3,8,,1,0,0,-1,-2,0,0,0,0,1.4,119,0,0,5.8,3.88892,39,,,,
BON ,2009,3,9,,12,0,0,8,5,0,0,0,0,1.3,121.7,0,0,5,4.44448,40,,,,
BON ,2009,3,10,,0,0,0,3,3,0,0,0,0,1.3,122.5,0,0,6,4.44448,40,,,,
BON ,2009,3,11,,0,0,0,4,-1,0,0,0,0,1.4,125,0,0,6.5,4.44448,40,,,,
BON ,2009,3,12,,2,0,0,7,1,0,0,0,0,1.8,127.1,0,0,6,4.44448,40,,,,
BON ,2009,3,13,,4,0,0,3,3,0,0,0,0,1.3,125.3,0,0,6,4.44448,40,,,,
BON ,2009,3,14,,0,0,0,3,2,0,0,0,0,1.3,120.3,0,0,6,4.44448,40,,,,
BON ,2009,3,15,1,2,0,0,17,-1,0,0,0,0,1.3,115.8,0,0,4,4.44448,40,,,,
BON ,2009,3,16,1,3,0,0,16,8,0,0,0,0,1.3,118.3,0,0,7,4.44448,40,,,,
BON ,2009,3,17,1,2,0,0,12,3,0,0,0,0,1.3,141.8,0,0,6,4.44448,40,,,,
BON ,2009,3,18,1,3,0,0,11,-3,0,0,0,0,1.3,150.4,0,0,7,5.00004,41,,,,
BON ,2009,3,19,1,14,0,0,24,13,0,0,0,0,1.3,132.5,0,0,6,5.101666667,41.183,,,,
BON ,2009,3,20,1,3,0,0,21,9,0,0,0,0,1.3,124.1,0,0,6,5.229444444,41.413,,,,
BON ,2009,3,21,1,10,0,0,47,16,0,0,0,0,1.3,122.3,0,0,7,5.405,41.729,,,,
BON ,2009,3,22,1,7,0,0,43,13,0,0,0,0,1.3,122.8,0,0,5,5.534444444,41.962,,,,
BON ,2009,3,23,1,9,0,0,32,10,0,0,0,0,1.3,149.3,0,0,5,5.618333333,42.113,,,,
BON ,2009,3,24,1,10,0,0,28,13,0,0,0,0,1.3,167.7,0,0,5,5.740555556,42.333,,,,
BON ,2009,3,25,1,9,0,0,30,11,0,0,0,0,1.3,139.5,0,0,6,5.807777778,42.454,,,,
BON ,2009,3,26,1,12,0,0,37,13,0,0,0,0,1.3,173.2,0,0,5.2,5.928333333,42.671,,,,
BON ,2009,3,27,1,10,0,0,53,14,0,0,0,0,1.3,175.2,0,0,6,6.078888889,42.942,,,,
BON ,2009,3,28,1,6,0,0,31,7,0,0,0,0,1.3,152.3,0,0,6,6.203888889,43.167,,,,
BON ,2009,3,29,1,9,0,0,39,10,0,0,0,0,1.4,165.9,0,0,4,6.287222222,43.317,,,,
BON ,2009,3,30,1,9,0,0,74,17,0,0,0,0,1.3,197.8,0,0,4,6.361111111,43.45,,,,
BON ,2009,3,31,1,23,0,0,51,24,0,0,0,0,1.3,170.7,0,0,4,6.437222222,43.587,,,,
BON ,2009,4,1,1,10,0,0,12,4,0,0,0,0,1.3,160.6,0,0,4,6.437777778,43.588,,,,
BON ,2009,4,2,1,12,0,0,31,9,0,0,0,0,1.5,168.7,0,0,4.5,6.535,43.763,,,,
BON ,2009,4,3,1,47,0,0,52,19,0,0,0,0,1.6,156.2,0,0,5,6.595,43.871,,,,
BON ,2009,4,4,1,42,0,0,73,28,0,0,0,0,1.6,169.1,0,0,5,6.793888889,44.229,,,,
BON ,2009,4,5,1,65,0,0,70,23,0,0,0,0,1.6,153.5,0,0,5,7.011666667,44.621,,,,
BON ,2009,4,6,1,100,0,0,62,22,0,0,0,0,1.5,168.8,1,0,5,7.173888889,44.913,,,,
BON ,2009,4,7,1,79,0,0,71,24,0,0,0,0,1.5,169.3,0,0,5,7.375,45.275,,,,
BON ,2009,4,8,1,88,0,0,53,21,0,0,0,0,1.6,140.3,1,0,,7.581111111,45.646,,,,
BON ,2009,4,9,1,130,0,0,75,28,0,0,0,0,5.1,180.5,1,0,4,7.752222222,45.954,,,,
BON ,2009,4,10,1,179,0,0,77,38,0,0,0,0,100.5,215.9,0,0,5.5,7.819444444,46.075,,,,
BON ,2009,4,11,1,97,0,0,36,10,0,0,0,0,101.6,229.6,0,0,4,7.847222222,46.125,,,,
BON ,2009,4,12,1,101,0,0,53,23,0,0,0,0,100.9,245.6,0,0,4,7.988333333,46.379,,,,
BON ,2009,4,13,1,74,0,0,48,27,0,0,0,0,100.1,227.4,2,0,3,8.076111111,46.537,,,,
BON ,2009,4,14,1,89,0,0,77,29,0,0,0,0,99.4,254.5,0,0,5,8,46.4,,,,
BON ,2009,4,15,1,55,0,0,61,21,0,0,0,0,100.2,265,0,0,3,8.09,46.562,,,,
BON ,2009,4,16,1,112,0,0,54,14,0,0,0,0,100,236.8,2,0,2.5,8.595,47.471,,,,
BON ,2009,4,17,1,152,0,0,41,12,0,0,0,0,99.7,253.4,6,0,3,9.067222222,48.321,,,,
BON ,2009,4,18,1,258,0,0,43,16,0,0,0,0,99.8,244.3,5,0,3.5,9.331111111,48.796,,,,
BON ,2009,4,19,1,742,0,0,59,22,0,0,0,0,99.5,229.5,4,0,3.5,9.490555556,49.083,,,,
BON ,2009,4,20,1,616,0,0,55,12,0,0,0,0,96.3,245.1,14,0,3.5,9.680555556,49.425,,,,
BON ,2009,4,21,1,1164,0,0,84,30,0,0,0,0,94.5,251.7,27,0,5,9.879444444,49.783,,,,
BON ,2009,4,22,1,1990,0,0,44,11,0,0,0,0,91,269.1,55,0,3.5,9.953888889,49.917,,,,
BON ,2009,4,23,1,2142,0,0,64,12,0,0,0,0,90.1,282.6,56,0,3,9.854444444,49.738,,,,
BON ,2009,4,24,1,1509,0,0,45,14,0,0,0,0,108.4,324.1,72,0,3.5,9.821666667,49.679,,,,
BON ,2009,4,25,1,1604,0,0,40,8,0,0,0,0,108.2,316.6,61,0,3.5,9.888888889,49.8,,,,
BON ,2009,4,26,1,1765,0,0,43,11,0,0,0,0,94.6,298.1,132,0,3.5,9.930555556,49.875,,,,
BON ,2009,4,27,1,2095,0,0,43,14,0,0,0,0,99.8,293.1,187,0,3.5,9.914444444,49.846,,,,
BON ,2009,4,28,1,1483,0,0,26,7,0,0,0,0,96.7,275.2,285,0,3,9.978888889,49.962,,,,
BON ,2009,4,29,1,2904,0,0,31,11,0,0,0,0,99.6,281.2,406,0,3.5,10.10166667,50.183,,,,
BON ,2009,4,30,1,2151,0,0,24,1,0,0,0,0,100.8,255.7,354,0,4.3,10.12944444,50.233,,,,
BON ,2009,5,1,1,3028,0,0,47,11,0,0,0,0,101.3,233.9,581,0,3,10.14611111,50.263,,,,
BON ,2009,5,2,1,7036,0,0,20,7,0,0,0,0,101.4,226.8,993,0,4,10.25444444,50.458,,,,
BON ,2009,5,3,1,6317,0,0,33,7,0,0,0,0,101.3,205.2,1296,0,5.3,10.31,50.558,,,,
BON ,2009,5,4,1,3856,0,0,21,1,0,0,0,0,97.5,201.7,818,0,4,10.34277778,50.617,,,,
BON ,2009,5,5,1,4827,0,0,41,13,0,0,0,0,96.5,215.9,1616,0,5,10.26833333,50.483,,,,
BON ,2009,5,6,1,4493,0,0,64,13,0,0,0,0,101.2,245.5,2274,0,5,10.34944444,50.629,,,,
BON ,2009,5,7,1,5026,0,0,68,11,0,0,1,0,100.9,283.7,2870,0,4,10.31722222,50.571,,,,
BON ,2009,5,8,1,4277,0,0,73,10,0,0,0,0,99.5,251.9,3926,0,4,10.36555556,50.658,,,,
BON ,2009,5,9,1,2153,0,0,50,9,0,0,0,0,97.6,244.3,2075,0,4,10.63666667,51.146,,,,
BON ,2009,5,10,1,3195,0,0,53,4,0,0,9,0,94.7,224.5,2576,0,4,10.89111111,51.604,,,,
BON ,2009,5,11,1,3481,0,0,78,10,0,0,8,0,91.6,234.8,2765,0,3,11.07888889,51.942,,,,
BON ,2009,5,12,1,3821,0,0,66,10,0,0,6,0,94.6,252,4660,0,3,11.02777778,51.85,,,,
BON ,2009,5,13,1,1848,0,0,89,17,0,0,4,2,100.5,273.6,2408,0,3.3,10.98611111,51.775,,,,
BON ,2009,5,14,1,1897,0,0,75,6,0,0,1,1,99.9,247.4,2952,0,4,11.13444444,52.042,,,,
BON ,2009,5,15,1,3308,0,0,86,14,0,0,69,1,99.7,252.5,5712,0,3.5,11.5,52.7,,,,
BON ,2009,5,16,1,2506,0,0,64,8,0,0,247,4,96.3,253.4,3957,0,3.5,11.92833333,53.471,,,,
BON ,2009,5,17,1,2648,0,0,80,11,0,0,465,0,92.2,258.7,3911,0,4,12.30555556,54.15,,,,
BON ,2009,5,18,1,4166,0,0,125,22,0,0,867,11,84.9,255.9,4921,0,4,12.68055556,54.825,,,,
BON ,2009,5,19,1,3095,0,0,76,15,0,0,1458,8,91.7,282.9,2779,0,3,12.76388889,54.975,,,,
BON ,2009,5,20,1,2136,0,0,85,12,0,0,627,7,119.4,307.9,1896,0,2.5,12.71055556,54.879,,,,
BON ,2009,5,21,1,2110,0,0,119,17,0,0,1288,1,131.3,320.2,1753,0,3.5,12.88666667,55.196,,,,
BON ,2009,5,22,1,2172,0,0,100,19,0,0,1757,17,139,329.3,1337,0,3.5,13.31,55.958,,,,
BON ,2009,5,23,1,2010,0,0,94,13,0,0,4042,59,115.1,302,1105,0,3,13.68722222,56.637,,,,
BON ,2009,5,24,1,2128,0,0,63,9,0,0,2755,67,104.3,291.4,1029,0,2.8,13.80777778,56.854,,,,
BON ,2009,5,25,1,1962,0,1,114,13,0,0,5779,74,135.1,332,868,0,3,13.89833333,57.017,,,,
BON ,2009,5,26,1,1830,0,2,111,14,0,0,30497,118,149.3,344.2,969,0,4,14.16666667,57.5,,,,
BON ,2009,5,27,1,1432,0,3,117,21,0,0,18451,93,149.6,341.4,622,0,3,14.32388889,57.783,,,,
BON ,2009,5,28,1,1310,0,8,121,17,0,0,24866,64,149.5,340.4,607,0,3,14.5,58.1,,,,
BON ,2009,5,29,1,1540,0,10,86,20,0,0,63192,52,149.4,343.5,543,0,3.9,14.89333333,58.808,,,,
BON ,2009,5,30,1,1251,0,9,68,13,0,0,83492,69,148.5,342.6,476,0,3.7,15.25944444,59.467,,,,
BON ,2009,5,31,1,1670,0,24,108,18,0,0,73968,170,148.8,345.2,665,0,3,15.37944444,59.683,,,,
BON ,2009,6,1,2,1861,0,58,126,21,0,0,69973,216,149.3,346.1,790,0,3.5,15.34944444,59.629,,,,
BON ,2009,6,2,2,2233,0,60,168,19,0,0,65737,210,149.5,343.8,951,0,3,15.33777778,59.608,,,,
BON ,2009,6,3,2,1865,0,131,225,33,0,0,56589,207,149.6,344.5,915,0,3,15.47444444,59.854,,,,
BON ,2009,6,4,2,2252,0,168,198,30,0,0,50320,77,149.5,344.3,847,0,3,15.57388889,60.033,,,,
BON ,2009,6,5,2,2949,0,237,213,24,0,0,45018,91,149.7,343.7,1104,0,3,15.42333333,59.762,,,,
BON ,2009,6,6,2,1787,0,290,166,25,0,0,33876,85,149.3,343,730,0,3.5,15.46055556,59.829,,,,
BON ,2009,6,7,2,1598,0,407,186,23,0,0,33738,89,149.6,343.8,916,0,,15.42833333,59.771,,,,
BON ,2009,6,8,2,2109,0,783,210,24,0,0,70580,70,158.7,354.4,1123,0,3,15.55777778,60.004,,,,
BON ,2009,6,9,2,2321,0,978,210,29,0,0,83236,130,164.2,360.6,1130,0,3,15.87055556,60.567,,,,
BON ,2009,6,10,2,2264,0,1114,261,32,0,0,67490,195,144.1,338.4,1154,0,3,15.98833333,60.779,,,,
BON ,2009,6,11,2,2511,0,1115,279,59,0,0,40122,60,101.5,288,955,0,3.3,16.07388889,60.933,,,,
BON ,2009,6,12,2,1960,0,1554,274,53,0,0,39140,42,100,257.6,848,0,4.2,16.03,60.854,,,,
BON ,2009,6,13,2,2166,0,2056,333,64,0,0,45725,27,99.7,259.8,1120,0,4.1,16.22666667,61.208,,,,
BON ,2009,6,14,2,2270,0,3283,257,43,0,0,36473,88,99.6,250.4,1278,0,4,16.35166667,61.433,,,,
BON ,2009,6,15,2,2799,0,4017,273,59,0,0,28845,90,99.7,241.8,1291,0,2.9,16.51611111,61.729,,,,
BON ,2009,6,16,2,2609,0,5440,230,61,0,0,38816,46,99.5,252.5,1176,0,4,16.49333333,61.688,,,,
BON ,2009,6,17,2,2391,0,5106,254,59,0,0,27380,55,99.5,231.3,1050,0,5,16.62944444,61.933,,,,
BON ,2009,6,18,2,2361,0,7120,289,59,0,0,38769,80,99.6,248.9,1042,0,5,16.89111111,62.404,,,,
BON ,2009,6,19,2,2661,0,8226,348,77,0,0,44058,114,99.8,276.8,1080,0,4,17.04166667,62.675,,,,
BON ,2009,6,20,2,2569,0,9323,310,62,0,0,27308,71,99.8,277,1098,0,4,17.03,62.654,,,,
BON ,2009,6,21,2,2076,0,9936,407,120,0,0,11207,64,91.2,247.9,972,0,3.8,16.84722222,62.325,,,,
BON ,2009,6,22,2,1628,0,10078,346,117,0,0,6815,24,94.8,233.3,746,0,5,16.66,61.988,,,,
BON ,2009,6,23,2,1825,0,7968,349,105,0,0,21657,58,99.3,272.1,785,0,4.5,16.69,62.042,,,,
BON ,2009,6,24,2,1581,0,6818,348,97,0,0,14045,46,98.8,282.5,646,0,4,17.095,62.771,,,,
BON ,2009,6,25,2,1585,0,9910,403,115,0,0,8636,124,97.6,261.1,698,0,5,17.25944444,63.067,,,,
BON ,2009,6,26,2,1154,0,8337,474,143,0,0,4784,56,97.8,232.7,781,0,3,17.22222222,63,,,,
BON ,2009,6,27,2,1260,0,11404,542,188,0,0,5562,97,100.2,243.6,744,0,4,17.14111111,62.854,,,,
BON ,2009,6,28,2,1262,0,10114,714,254,1,0,4000,82,99.8,253.2,702,0,3.6,17.35666667,63.242,,,,
BON ,2009,6,29,2,1231,0,8882,773,293,0,0,4820,53,99.3,221,715,0,5,17.65277778,63.775,,,,
BON ,2009,6,30,2,1401,0,6630,776,334,0,0,3999,93,99.5,215.9,597,0,,17.655,63.779,,,,
BON ,2009,7,1,2,1418,0,6863,841,355,0,0,4093,69,96.3,215.1,635,0,6,17.59888889,63.678,,,,
BON ,2009,7,2,2,1204,0,5760,1040,422,0,0,4137,138,95.3,157.5,581,0,5.5,18.30777778,64.954,,,,
BON ,2009,7,3,2,1601,0,4728,1290,555,0,0,4151,140,93.7,156.6,591,0,4,18.60166667,65.483,,,,
BON ,2009,7,4,2,1388,0,3698,1447,597,0,0,3610,146,93.8,140,742,0,6,18.85888889,65.946,,,,
BON ,2009,7,5,2,1152,0,2744,1408,624,1,0,3114,82,93.6,148.7,593,0,6,19.14833333,66.467,,,,
BON ,2009,7,6,2,1086,0,2200,1659,709,0,0,2091,78,94,172.7,634,0,5,18.94888889,66.108,,,,
BON ,2009,7,7,2,700,0,1503,1358,617,0,0,1396,36,94.6,178.6,438,0,5,18.74277778,65.737,,,,
BON ,2009,7,8,2,688,0,1288,1280,590,0,0,1261,65,95.8,201,292,0,5,18.57666667,65.438,,,,
BON ,2009,7,9,2,832,0,1029,1241,565,0,0,791,68,95.9,198.7,269,0,4,18.65277778,65.575,,,,
BON ,2009,7,10,2,674,0,1202,1463,744,0,0,1290,99,97.1,204.8,224,0,5,19.06222222,66.312,,,,
BON ,2009,7,11,2,754,0,988,1563,780,0,0,582,123,97.1,205.3,248,0,4.5,19.34944444,66.829,,,,
BON ,2009,7,12,2,678,0,762,1821,907,0,0,477,144,97.2,173.3,334,0,3.8,19.28722222,66.717,,,,
BON ,2009,7,13,2,917,0,664,2355,1238,0,0,632,79,98.5,161.8,417,0,6,19.10888889,66.396,,,,
BON ,2009,7,14,2,859,0,475,2689,1384,0,0,283,70,99.4,189.1,312,0,3,19.17111111,66.508,,,,
BON ,2009,7,15,2,630,0,294,2502,1255,0,0,191,132,101,170.2,203,0,5.6,19.25444444,66.658,,,,
BON ,2009,7,16,2,410,0,298,2559,1284,0,0,296,177,99.9,155.4,191,0,6,19.57611111,67.237,,,,
BON ,2009,7,17,2,599,0,321,2884,1333,0,0,162,161,97,170.3,217,0,5.5,20.15722222,68.283,,,,
BON ,2009,7,18,2,722,0,311,2871,1393,0,0,152,252,95.8,147.7,307,0,6,20.44888889,68.808,,,,
BON ,2009,7,19,2,849,1,219,4059,2053,1,0,159,177,94.9,147.5,345,0,5,20.38666667,68.696,,,,
BON ,2009,7,20,2,633,0,168,5369,2741,0,0,279,188,92,156.5,246,0,5,20.375,68.675,,,,
BON ,2009,7,21,2,503,0,131,6561,3294,0,0,226,134,82.1,147.5,214,0,6,20.62944444,69.133,,,,
BON ,2009,7,22,2,393,0,95,7517,3657,0,0,210,135,79.4,135,164,0,3,20.61777778,69.112,,,,
BON ,2009,7,23,2,430,0,89,8080,3602,0,0,179,87,78.7,122.8,172,0,5,20.63666667,69.146,,,,
BON ,2009,7,24,2,318,0,59,6821,2756,0,0,167,62,81.6,134,145,0,5,20.72222222,69.3,,,,
BON ,2009,7,25,2,244,0,33,6900,2826,0,0,93,183,84.5,154.2,135,1,6,21.07666667,69.938,,,,
BON ,2009,7,26,2,248,1,27,6551,2634,0,0,30,92,83.3,134.9,113,1,6,21.21777778,70.192,,,,
BON ,2009,7,27,2,336,0,54,6049,2293,0,0,139,103,79.5,147.2,145,0,5.8,21.66666667,71,,,,
BON ,2009,7,28,2,351,1,38,6561,2600,0,0,139,186,73.8,165.2,174,0,7,22.35888889,72.246,,,,
BON ,2009,7,29,2,277,0,31,6219,2387,0,0,117,185,72.3,164.8,113,0,6,22.59944444,72.679,,,,
BON ,2009,7,30,2,251,0,24,7909,2994,0,0,52,112,74.5,166.9,115,0,6,22.875,73.175,,,,
BON ,2009,7,31,2,252,2,21,8619,3335,0,0,72,116,74.5,130.4,123,0,5,23.15722222,73.683,,,,
BON ,2009,8,1,3,128,0,17,7359,2620,0,0,79,41,74.4,159.6,78,1,4,23.21777778,73.792,,,,
BON ,2009,8,2,3,105,2,5,5334,2113,0,0,60,69,74.4,136.7,57,0,3,23.5,74.3,,,,
BON ,2009,8,3,3,112,2,4,3783,1388,0,0,50,106,75.5,118.4,38,0,5,23.31722222,73.971,,,,
BON ,2009,8,4,3,83,5,6,2122,754,0,0,21,47,78.5,124.9,18,7,4,22.98166667,73.367,,,,
BON ,2009,8,5,3,117,0,10,1972,699,0,0,38,58,80.7,139.6,42,0,4,22.52555556,72.546,,,,
BON ,2009,8,6,3,139,0,2,1407,578,0,0,18,52,81.6,124.6,54,0,5.5,22.00722222,71.613,,,,
BON ,2009,8,7,3,232,0,1,2737,1194,0,0,37,13,73.9,116.8,106,0,5.5,21.38666667,70.496,,,,
BON ,2009,8,8,3,347,2,2,4509,1857,1,0,24,43,64,106.6,135,1,5.5,20.99055556,69.783,,,,
BON ,2009,8,9,3,473,1,4,5661,2192,1,0,28,25,70.3,113,169,1,4.9,21.06722222,69.921,,,,
BON ,2009,8,10,3,609,4,5,8229,3016,0,0,20,36,70.2,113.1,179,6,7,21.28222222,70.308,,,,
BON ,2009,8,11,3,891,39,3,18671,6301,0,0,56,24,70.1,113.2,309,11,4,21.50222222,70.704,,,,
BON ,2009,8,12,3,1293,105,6,28314,8462,0,0,37,65,75.2,118.3,326,31,7,21.75222222,71.154,,,,
BON ,2009,8,13,3,1010,198,3,34053,8557,0,1,17,25,83.2,125.8,376,56,5,21.81722222,71.271,,,,
BON ,2009,8,14,3,1425,189,11,25059,5517,0,0,17,31,67.8,110.4,283,75,5.5,21.56,70.808,,,,
BON ,2009,8,15,3,1840,195,2,22135,4768,0,0,4,38,60,102.6,394,59,7,21.12055556,70.017,,,,
BON ,2009,8,16,3,2447,231,6,17553,3971,0,0,2,35,57.5,100.2,402,129,5,20.81944444,69.475,,,,
BON ,2009,8,17,3,2292,417,0,16626,3501,0,0,10,32,50.5,93.1,567,100,7,20.89555556,69.612,,,,
BON ,2009,8,18,3,3203,502,0,12624,2655,0,0,4,30,50.5,93.3,634,119,7,21.08111111,69.946,,,,
BON ,2009,8,19,3,4036,664,4,9134,2060,0,0,8,53,72.3,120.3,834,114,7,21.33777778,70.408,,,,
BON ,2009,8,20,3,4501,1270,7,15540,3452,0,0,11,12,80.2,142.3,1413,194,3,21.58333333,70.85,,,,
BON ,2009,8,21,3,3564,1301,1,19067,3958,0,2,1,44,80.4,124.5,1681,108,5.5,21.66666667,71,,,,
BON ,2009,8,22,3,3819,1653,1,16876,3248,0,0,5,26,83.4,126.5,1974,112,7,21.58111111,70.846,,,,
BON ,2009,8,23,3,4354,1403,1,13242,2705,0,1,1,11,79.9,123.2,1920,66,4.3,21.25944444,70.267,,,,
BON ,2009,8,24,3,6175,2276,1,10333,2181,0,0,14,15,67.8,110.5,2266,119,7,21.04388889,69.879,,,,
BON ,2009,8,25,3,10857,4416,0,7710,1558,0,1,21,22,60.7,103.6,3163,327,5.5,20.66666667,69.2,,,,
BON ,2009,8,26,3,8199,4661,0,6332,1393,0,0,6,11,66.4,109.2,3072,163,5.9,20.64111111,69.154,,,,
BON ,2009,8,27,3,8669,4721,1,6567,1434,0,0,2,22,75.1,118.1,3222,103,7,20.75,69.35,,,,
BON ,2009,8,28,3,9597,4141,0,7209,1578,0,2,1,10,75.3,118,2876,182,4,20.86555556,69.558,,,,
BON ,2009,8,29,3,11500,2880,0,7984,1716,0,2,4,15,75.2,117.9,3678,242,6,20.91888889,69.654,,,,
BON ,2009,8,30,3,10559,2052,0,8013,1688,0,1,1,14,75.3,118,3341,157,7,20.93055556,69.675,,,,
BON ,2009,8,31,3,9115,1525,1,7323,1514,0,0,3,32,74.8,118.1,3060,100,7,21.19666667,70.154,,,,
BON ,2009,9,1,3,10454,1501,-1,4938,1015,0,1,0,30,1.7,93,2608,50,7,21.20166667,70.163,,,,
BON ,2009,9,2,3,15497,3969,0,4389,973,0,5,0,13,1.5,92.9,3852,63,7,21.06,69.908,,,,
BON ,2009,9,3,3,14050,8752,0,6065,1422,0,1,0,1,1.5,90.1,3987,234,7,21.05333333,69.896,,,,
BON ,2009,9,4,3,10122,7011,0,6755,1422,0,5,0,16,1.4,85.6,3441,249,7,21.03722222,69.867,,,,
BON ,2009,9,5,3,7560,6064,0,5750,1240,0,6,0,19,1.5,81.9,3059,170,7,20.94444444,69.7,,,,
BON ,2009,9,6,3,6737,5254,0,4867,1035,0,4,0,-6,1.5,77.8,3790,76,7,20.74777778,69.346,,,,
BON ,2009,9,7,3,5477,4025,0,3330,690,0,6,0,14,1.5,73.1,2602,65,5.3,20.44888889,68.808,,,,
BON ,2009,9,8,3,8147,5808,2,4446,935,0,1,0,4,1.5,71.1,3532,171,7,20.21777778,68.392,,,,
BON ,2009,9,9,3,8621,4863,0,4201,889,0,3,0,0,1.6,71.8,4293,135,7,20.15722222,68.283,,,,
BON ,2009,9,10,3,7525,5933,1,5016,1187,0,4,0,13,1.6,93.1,3836,197,7,20.33555556,68.604,,,,
BON ,2009,9,11,3,5214,4565,0,3445,815,0,2,0,4,1.6,90.5,2704,113,7,20.41222222,68.742,,,,
BON ,2009,9,12,3,4432,3797,0,3274,733,0,1,0,-3,1.6,93.4,2023,131,7,20.34277778,68.617,,,,
BON ,2009,9,13,3,5845,3202,0,3137,705,0,0,0,15,1.6,72,2229,62,7,20.51833333,68.933,,,,
BON ,2009,9,14,3,6959,3410,0,3961,868,0,2,0,7,1.5,71.4,3375,101,7,20.62722222,69.129,,,,
BON ,2009,9,15,3,4610,3175,0,4417,946,0,2,0,10,1.5,93.1,3018,216,7,20.63222222,69.138,,,,
BON ,2009,9,16,3,3206,1856,0,2743,533,0,6,0,2,1.6,84.8,2246,117,7,20.62388889,69.123,,,,
BON ,2009,9,17,3,3470,1162,0,1818,390,0,9,0,21,1.4,75.6,2250,91,7,21.11128,70,,,,
BON ,2009,9,18,3,4304,1314,0,2285,513,0,2,0,4,1.4,83.7,2231,102,6,21.11128,70,,,,
BON ,2009,9,19,3,3994,1836,0,2875,706,0,5,0,5,1.5,73.9,2772,147,7,21.11128,70,,,,
BON ,2009,9,20,3,3479,1638,0,2286,528,0,0,0,-1,1.5,72.1,2504,123,7,21.11128,70,,,,
BON ,2009,9,21,3,3232,2544,0,2448,559,0,1,0,8,1.4,85.4,2040,102,7,20.55572,69,,,,
BON ,2009,9,22,3,3080,2812,0,1971,483,0,1,0,3,1.4,89.5,1733,106,,,,,,,
BON ,2009,9,23,3,2221,2555,0,1722,409,0,3,0,1,1.4,89.2,1502,103,7,19.4446,67,,,,
BON ,2009,9,24,3,1987,2223,0,1554,362,0,0,0,1,1.4,88.1,1382,126,6,19.4446,67,,,,
BON ,2009,9,25,3,1712,2188,0,1664,410,0,1,0,2,1.4,104.2,1126,109,7,19.4446,67,,,,
BON ,2009,9,26,3,1588,2409,0,1949,467,0,0,0,5,1.4,93.7,957,86,7,19.4446,67,,,,
